,state,date,30013,30111,total_cnts
391,MT,2021-07-24,6.0,0.0,8.0
392,MT,2021-07-25,5.0,0.0,5.0
393,MT,2021-07-26,10.0,0.0,13.0
394,MT,2021-07-27,5.0,1.0,8.0
395,MT,2021-07-28,8.0,1.0,12.0
396,MT,2021-07-29,8.0,0.0,11.0
397,MT,2021-07-30,12.0,1.0,18.0
398,MT,2021-07-31,9.0,0.0,13.0
399,MT,2021-08-01,10.0,0.0,13.0
400,MT,2021-08-02,14.0,0.0,16.0
401,MT,2021-08-03,10.0,1.0,13.0
154,MT,2021-08-04,11.0,1.0,17.0
402,MT,2021-08-05,12.0,0.0,23.0
403,MT,2021-08-06,13.0,1.0,19.0
404,MT,2021-08-07,7.0,1.0,14.0
405,MT,2021-08-08,6.0,0.0,8.0
406,MT,2021-08-09,8.0,0.0,13.0
155,MT,2021-08-10,10.0,1.0,19.0
407,MT,2021-08-11,13.0,1.0,23.0
408,MT,2021-08-12,5.0,0.0,11.0
409,MT,2021-08-13,11.0,1.0,22.0
410,MT,2021-08-14,10.0,1.0,19.0
156,MT,2021-08-15,10.0,0.0,16.0
411,MT,2021-08-16,12.0,0.0,18.0
412,MT,2021-08-17,10.0,1.0,16.0
157,MT,2021-08-18,10.0,1.0,19.0
413,MT,2021-08-19,10.0,1.0,14.0
158,MT,2021-08-20,13.0,1.0,24.0
414,MT,2021-08-21,5.0,1.0,12.0
159,MT,2021-08-22,5.0,1.0,12.0
415,MT,2021-08-23,6.0,1.0,11.0
160,MT,2021-08-24,5.0,1.0,12.0
161,MT,2021-08-25,10.0,1.0,23.0
416,MT,2021-08-26,12.0,1.0,24.0
417,MT,2021-08-27,7.0,1.0,14.0
418,MT,2021-08-28,7.0,5.0,23.0
107,MT,2021-08-29,8.0,1.0,14.0
108,MT,2021-08-30,11.0,1.0,22.0
109,MT,2021-08-31,9.0,1.0,19.0
61,MT,2021-09-01,10.0,1.0,24.0
419,MT,2021-09-02,12.0,1.0,22.0
62,MT,2021-09-03,18.0,6.0,30.0
420,MT,2021-09-04,13.0,1.0,19.0
421,MT,2021-09-05,16.0,1.0,23.0
422,MT,2021-09-06,20.0,1.0,25.0
423,MT,2021-09-07,9.0,5.0,25.0
110,MT,2021-09-08,13.0,1.0,27.0
63,MT,2021-09-09,20.0,1.0,33.0
162,MT,2021-09-10,14.0,1.0,25.0
424,MT,2021-09-11,10.0,6.0,27.0
64,MT,2021-09-12,15.0,1.0,23.0
65,MT,2021-09-13,16.0,4.0,34.0
425,MT,2021-09-14,11.0,7.0,29.0
163,MT,2021-09-15,14.0,6.0,27.0
426,MT,2021-09-16,10.0,4.0,25.0
2,MT,2021-09-17,11.0,1.0,18.0
3,MT,2021-09-18,9.0,1.0,18.0
427,MT,2021-09-19,8.0,1.0,13.0
428,MT,2021-09-20,12.0,1.0,25.0
429,MT,2021-09-21,15.0,1.0,24.0
111,MT,2021-09-22,15.0,4.0,31.0
430,MT,2021-09-23,15.0,1.0,28.0
431,MT,2021-09-24,16.0,5.0,29.0
112,MT,2021-09-25,10.0,5.0,28.0
432,MT,2021-09-26,11.0,4.0,22.0
433,MT,2021-09-27,15.0,1.0,29.0
113,MT,2021-09-28,13.0,1.0,23.0
434,MT,2021-09-29,21.0,1.0,35.0
114,MT,2021-09-30,15.0,1.0,27.0
435,MT,2021-10-01,21.0,1.0,32.0
4,MT,2021-10-02,14.0,1.0,24.0
164,MT,2021-10-03,11.0,1.0,23.0
134,MT,2021-10-04,9.0,1.0,21.0
135,MT,2021-10-05,11.0,1.0,26.0
136,MT,2021-10-06,10.0,1.0,24.0
115,MT,2021-10-07,13.0,1.0,30.0
5,MT,2021-10-08,15.0,1.0,32.0
116,MT,2021-10-09,19.0,5.0,36.0
117,MT,2021-10-10,12.0,4.0,28.0
436,MT,2021-10-11,13.0,4.0,30.0
6,MT,2021-10-12,19.0,1.0,32.0
7,MT,2021-10-13,16.0,1.0,29.0
8,MT,2021-10-14,15.0,1.0,28.0
437,MT,2021-10-15,13.0,6.0,23.0
9,MT,2021-10-16,20.0,1.0,29.0
438,MT,2021-10-17,16.0,1.0,28.0
439,MT,2021-10-18,13.0,1.0,25.0
118,MT,2021-10-19,13.0,1.0,27.0
119,MT,2021-10-20,10.0,1.0,21.0
440,MT,2021-10-21,15.0,1.0,26.0
66,MT,2021-10-22,13.0,6.0,33.0
441,MT,2021-10-23,10.0,0.0,19.0
442,MT,2021-10-24,8.0,0.0,18.0
443,MT,2021-10-25,18.0,0.0,32.0
444,MT,2021-10-26,12.0,1.0,27.0
445,MT,2021-10-27,20.0,7.0,41.0
446,MT,2021-10-28,23.0,4.0,42.0
137,MT,2021-10-29,10.0,8.0,31.0
447,MT,2021-10-30,9.0,0.0,18.0
448,MT,2021-10-31,9.0,1.0,18.0
449,MT,2021-11-01,9.0,1.0,25.0
450,MT,2021-11-02,8.0,4.0,20.0
120,MT,2021-11-03,10.0,1.0,21.0
451,MT,2021-11-04,4.0,1.0,16.0
452,MT,2021-11-05,12.0,1.0,24.0
67,MT,2021-11-06,8.0,5.0,21.0
453,MT,2021-11-07,16.0,4.0,28.0
454,MT,2021-11-08,8.0,1.0,18.0
165,MT,2021-11-09,5.0,4.0,19.0
10,MT,2021-11-10,6.0,1.0,18.0
455,MT,2021-11-11,8.0,4.0,20.0
456,MT,2021-11-12,4.0,1.0,12.0
457,MT,2021-11-13,7.0,1.0,14.0
458,MT,2021-11-14,12.0,0.0,18.0
459,MT,2021-11-15,8.0,1.0,18.0
460,MT,2021-11-16,7.0,1.0,15.0
461,MT,2021-11-17,10.0,4.0,19.0
462,MT,2021-11-18,11.0,1.0,21.0
463,MT,2021-11-19,6.0,4.0,16.0
464,MT,2021-11-20,1.0,1.0,3.0
465,MT,2021-11-21,1.0,1.0,5.0
641,MT,2021-11-22,0.0,4.0,9.0
466,MT,2021-11-23,1.0,4.0,9.0
467,MT,2021-11-24,4.0,1.0,9.0
468,MT,2021-11-25,1.0,1.0,6.0
469,MT,2021-11-26,5.0,0.0,10.0
470,MT,2021-11-27,1.0,1.0,4.0
471,MT,2021-11-28,4.0,1.0,7.0
166,MT,2021-11-29,1.0,1.0,7.0
472,MT,2021-11-30,6.0,1.0,14.0
473,MT,2021-12-01,5.0,4.0,16.0
167,MT,2021-12-02,1.0,1.0,6.0
474,MT,2021-12-03,4.0,0.0,9.0
475,MT,2021-12-04,1.0,1.0,3.0
476,MT,2021-12-05,1.0,0.0,3.0
477,MT,2021-12-06,4.0,1.0,10.0
478,MT,2021-12-07,4.0,1.0,7.0
479,MT,2021-12-08,1.0,0.0,2.0
480,MT,2021-12-09,1.0,1.0,4.0
481,MT,2021-12-10,1.0,1.0,5.0
482,MT,2021-12-11,1.0,0.0,3.0
483,MT,2021-12-12,1.0,0.0,3.0
68,MT,2021-12-13,1.0,1.0,4.0
121,MT,2021-12-14,1.0,0.0,2.0
484,MT,2021-12-15,1.0,0.0,5.0
485,MT,2021-12-16,6.0,0.0,9.0
486,MT,2021-12-17,5.0,1.0,10.0
487,MT,2021-12-18,4.0,0.0,11.0
488,MT,2021-12-19,1.0,1.0,7.0
489,MT,2021-12-20,6.0,1.0,12.0
490,MT,2021-12-21,5.0,0.0,8.0
491,MT,2021-12-22,1.0,0.0,6.0
69,MT,2021-12-23,1.0,0.0,6.0
492,MT,2021-12-24,1.0,1.0,3.0
493,MT,2021-12-25,4.0,1.0,8.0
494,MT,2021-12-26,1.0,0.0,5.0
495,MT,2021-12-27,5.0,4.0,13.0
70,MT,2021-12-28,1.0,1.0,8.0
496,MT,2021-12-29,5.0,1.0,14.0
497,MT,2021-12-30,4.0,1.0,7.0
498,MT,2021-12-31,5.0,0.0,8.0
71,MT,2022-01-01,4.0,1.0,9.0
499,MT,2022-01-02,4.0,0.0,7.0
138,MT,2022-01-03,7.0,1.0,11.0
500,MT,2022-01-04,5.0,1.0,10.0
501,MT,2022-01-05,8.0,1.0,15.0
502,MT,2022-01-06,15.0,1.0,19.0
72,MT,2022-01-07,7.0,1.0,12.0
503,MT,2022-01-08,11.0,0.0,11.0
73,MT,2022-01-09,7.0,1.0,12.0
504,MT,2022-01-10,7.0,1.0,13.0
505,MT,2022-01-11,15.0,1.0,19.0
506,MT,2022-01-12,16.0,1.0,21.0
507,MT,2022-01-13,11.0,0.0,13.0
508,MT,2022-01-14,12.0,1.0,18.0
509,MT,2022-01-15,17.0,1.0,24.0
510,MT,2022-01-16,13.0,0.0,15.0
74,MT,2022-01-17,18.0,1.0,31.0
168,MT,2022-01-18,12.0,1.0,21.0
511,MT,2022-01-19,16.0,1.0,26.0
512,MT,2022-01-20,10.0,0.0,15.0
169,MT,2022-01-21,8.0,1.0,22.0
75,MT,2022-01-22,10.0,0.0,20.0
513,MT,2022-01-23,21.0,1.0,28.0
514,MT,2022-01-24,17.0,1.0,26.0
515,MT,2022-01-25,17.0,1.0,26.0
122,MT,2022-01-26,10.0,0.0,19.0
123,MT,2022-01-27,8.0,1.0,18.0
124,MT,2022-01-28,14.0,0.0,23.0
516,MT,2022-01-29,12.0,1.0,18.0
517,MT,2022-01-30,14.0,1.0,18.0
76,MT,2022-01-31,11.0,1.0,21.0
139,MT,2022-02-01,15.0,0.0,22.0
518,MT,2022-02-02,16.0,1.0,26.0
125,MT,2022-02-03,13.0,0.0,24.0
126,MT,2022-02-04,15.0,0.0,25.0
140,MT,2022-02-05,18.0,1.0,28.0
141,MT,2022-02-06,12.0,0.0,18.0
519,MT,2022-02-07,10.0,1.0,18.0
520,MT,2022-02-08,15.0,1.0,23.0
521,MT,2022-02-09,14.0,0.0,18.0
127,MT,2022-02-10,14.0,0.0,18.0
522,MT,2022-02-11,8.0,0.0,12.0
523,MT,2022-02-12,7.0,0.0,8.0
142,MT,2022-02-13,5.0,1.0,13.0
524,MT,2022-02-14,12.0,1.0,17.0
525,MT,2022-02-15,1.0,0.0,5.0
128,MT,2022-02-16,5.0,0.0,12.0
526,MT,2022-02-17,5.0,0.0,8.0
527,MT,2022-02-18,4.0,0.0,4.0
528,MT,2022-02-19,4.0,1.0,7.0
529,MT,2022-02-20,1.0,0.0,1.0
530,MT,2022-02-21,5.0,0.0,8.0
77,MT,2022-02-22,6.0,0.0,8.0
531,MT,2022-02-23,1.0,1.0,4.0
129,MT,2022-02-24,4.0,0.0,7.0
130,MT,2022-02-25,1.0,0.0,4.0
532,MT,2022-02-26,1.0,0.0,3.0
533,MT,2022-02-27,1.0,0.0,3.0
131,MT,2022-02-28,1.0,1.0,3.0
534,MT,2022-03-01,1.0,1.0,3.0
535,MT,2022-03-02,1.0,0.0,3.0
536,MT,2022-03-03,1.0,1.0,2.0
537,MT,2022-03-04,1.0,0.0,2.0
538,MT,2022-03-05,1.0,0.0,2.0
683,MT,2022-03-06,0.0,0.0,1.0
539,MT,2022-03-07,1.0,0.0,1.0
540,MT,2022-03-08,1.0,0.0,2.0
541,MT,2022-03-09,1.0,0.0,3.0
542,MT,2022-03-10,1.0,0.0,1.0
543,MT,2022-03-12,1.0,0.0,1.0
544,MT,2022-03-14,1.0,0.0,1.0
143,MT,2022-03-15,0.0,0.0,4.0
545,MT,2022-03-16,1.0,1.0,3.0
132,MT,2022-03-17,1.0,0.0,3.0
546,MT,2022-03-20,1.0,0.0,1.0
547,MT,2022-03-21,1.0,0.0,1.0
548,MT,2022-03-22,1.0,0.0,3.0
549,MT,2022-03-23,1.0,0.0,1.0
653,MT,2022-03-24,0.0,0.0,1.0
550,MT,2022-03-26,1.0,0.0,1.0
551,MT,2022-03-27,1.0,0.0,2.0
552,MT,2022-03-28,1.0,0.0,1.0
553,MT,2022-03-29,1.0,0.0,2.0
695,MT,2022-03-30,0.0,1.0,1.0
554,MT,2022-03-31,1.0,0.0,1.0
672,MT,2022-04-01,0.0,0.0,1.0
657,MT,2022-04-02,0.0,0.0,1.0
555,MT,2022-04-04,1.0,0.0,1.0
556,MT,2022-04-06,1.0,0.0,1.0
557,MT,2022-04-10,1.0,0.0,1.0
687,MT,2022-04-11,0.0,0.0,1.0
558,MT,2022-04-13,1.0,0.0,2.0
559,MT,2022-04-15,1.0,0.0,2.0
649,MT,2022-04-16,0.0,0.0,1.0
650,MT,2022-04-17,0.0,0.0,2.0
673,MT,2022-04-18,0.0,0.0,8.0
560,MT,2022-04-20,1.0,0.0,1.0
561,MT,2022-04-22,1.0,0.0,1.0
562,MT,2022-04-23,1.0,0.0,1.0
563,MT,2022-04-24,1.0,0.0,2.0
674,MT,2022-04-25,0.0,0.0,1.0
564,MT,2022-04-30,1.0,0.0,2.0
675,MT,2022-05-02,0.0,0.0,1.0
565,MT,2022-05-05,1.0,0.0,1.0
566,MT,2022-05-06,1.0,0.0,1.0
696,MT,2022-05-08,0.0,1.0,1.0
658,MT,2022-05-09,0.0,0.0,2.0
567,MT,2022-05-10,1.0,0.0,3.0
651,MT,2022-05-11,0.0,0.0,2.0
568,MT,2022-05-13,1.0,0.0,3.0
569,MT,2022-05-14,1.0,0.0,1.0
570,MT,2022-05-15,1.0,0.0,3.0
571,MT,2022-05-17,1.0,0.0,3.0
659,MT,2022-05-18,0.0,0.0,3.0
654,MT,2022-05-19,0.0,0.0,1.0
572,MT,2022-05-20,1.0,0.0,2.0
573,MT,2022-05-21,1.0,0.0,2.0
574,MT,2022-05-22,1.0,0.0,1.0
652,MT,2022-05-24,0.0,0.0,2.0
575,MT,2022-05-25,1.0,0.0,4.0
576,MT,2022-05-26,1.0,0.0,2.0
577,MT,2022-05-27,1.0,0.0,2.0
578,MT,2022-05-28,1.0,0.0,1.0
579,MT,2022-05-29,1.0,0.0,2.0
580,MT,2022-05-30,1.0,0.0,2.0
581,MT,2022-05-31,1.0,0.0,2.0
582,MT,2022-06-01,1.0,0.0,4.0
583,MT,2022-06-02,1.0,0.0,2.0
584,MT,2022-06-03,4.0,0.0,5.0
585,MT,2022-06-04,1.0,0.0,3.0
586,MT,2022-06-05,1.0,0.0,1.0
587,MT,2022-06-06,1.0,0.0,2.0
588,MT,2022-06-07,1.0,0.0,2.0
589,MT,2022-06-08,10.0,0.0,11.0
590,MT,2022-06-09,1.0,0.0,3.0
670,MT,2022-06-10,0.0,0.0,1.0
591,MT,2022-06-11,4.0,0.0,5.0
592,MT,2022-06-12,1.0,0.0,2.0
593,MT,2022-06-13,1.0,0.0,3.0
594,MT,2022-06-14,1.0,0.0,2.0
595,MT,2022-06-15,1.0,0.0,4.0
596,MT,2022-06-16,1.0,0.0,3.0
597,MT,2022-06-17,6.0,0.0,7.0
598,MT,2022-06-18,5.0,0.0,6.0
599,MT,2022-06-19,4.0,0.0,5.0
600,MT,2022-06-20,7.0,0.0,9.0
601,MT,2022-06-21,1.0,0.0,2.0
602,MT,2022-06-22,5.0,0.0,8.0
639,MT,2022-06-23,0.0,0.0,3.0
603,MT,2022-06-24,4.0,0.0,5.0
604,MT,2022-06-25,5.0,0.0,6.0
605,MT,2022-06-26,1.0,1.0,2.0
606,MT,2022-06-27,6.0,0.0,7.0
607,MT,2022-06-28,1.0,0.0,1.0
608,MT,2022-06-29,5.0,0.0,6.0
609,MT,2022-06-30,5.0,1.0,6.0
610,MT,2022-07-01,6.0,0.0,6.0
611,MT,2022-07-02,1.0,0.0,1.0
612,MT,2022-07-03,4.0,0.0,4.0
613,MT,2022-07-04,7.0,0.0,9.0
614,MT,2022-07-05,1.0,0.0,2.0
615,MT,2022-07-06,1.0,0.0,3.0
616,MT,2022-07-07,1.0,0.0,3.0
617,MT,2022-07-08,1.0,0.0,3.0
618,MT,2022-07-09,5.0,0.0,6.0
619,MT,2022-07-10,1.0,0.0,3.0
620,MT,2022-07-11,4.0,0.0,5.0
621,MT,2022-07-12,4.0,0.0,4.0
622,MT,2022-07-13,4.0,0.0,6.0
623,MT,2022-07-14,1.0,1.0,2.0
660,MT,2022-07-15,0.0,0.0,1.0
624,MT,2022-07-16,1.0,0.0,3.0
625,MT,2022-07-17,1.0,1.0,5.0
626,MT,2022-07-18,5.0,0.0,8.0
627,MT,2022-07-19,4.0,0.0,5.0
628,MT,2022-07-20,1.0,0.0,1.0
629,MT,2022-07-21,5.0,0.0,6.0
630,MT,2022-07-22,6.0,0.0,9.0
11,MT,2022-07-23,1.0,0.0,2.0
631,MT,2022-07-24,5.0,0.0,5.0
12,MT,2022-07-25,6.0,0.0,10.0
632,MT,2022-07-26,5.0,0.0,9.0
633,MT,2022-07-27,1.0,0.0,2.0
634,MT,2022-07-28,1.0,0.0,3.0
635,MT,2022-07-29,1.0,0.0,2.0
636,MT,2022-07-30,1.0,0.0,2.0
