,state,date,35001,35013,total_cnts
0,NM,2020-08-02,1.0,0.0,3.0
1,NM,2020-08-03,1.0,1.0,4.0
2,NM,2020-08-04,1.0,1.0,6.0
3,NM,2020-08-05,1.0,4.0,7.0
4,NM,2020-08-06,1.0,1.0,5.0
5,NM,2020-08-07,1.0,1.0,2.0
6,NM,2020-08-08,1.0,0.0,2.0
7,NM,2020-08-09,1.0,1.0,3.0
8,NM,2020-08-10,1.0,1.0,5.0
9,NM,2020-08-11,1.0,1.0,7.0
10,NM,2020-08-12,1.0,0.0,5.0
11,NM,2020-08-13,1.0,1.0,5.0
12,NM,2020-08-14,1.0,0.0,4.0
13,NM,2020-08-15,1.0,1.0,5.0
14,NM,2020-08-16,1.0,0.0,1.0
15,NM,2020-08-17,1.0,0.0,2.0
16,NM,2020-08-18,1.0,1.0,6.0
17,NM,2020-08-19,4.0,1.0,8.0
18,NM,2020-08-20,1.0,0.0,4.0
19,NM,2020-08-21,1.0,0.0,5.0
20,NM,2020-08-22,1.0,0.0,3.0
696,NM,2020-08-23,0.0,0.0,1.0
21,NM,2020-08-24,1.0,0.0,4.0
697,NM,2020-08-25,0.0,0.0,2.0
616,NM,2020-08-26,0.0,0.0,3.0
22,NM,2020-08-27,1.0,0.0,5.0
23,NM,2020-08-28,1.0,1.0,3.0
653,NM,2020-08-29,0.0,1.0,2.0
617,NM,2020-08-30,0.0,1.0,4.0
698,NM,2020-08-31,0.0,0.0,1.0
687,NM,2020-09-01,0.0,0.0,3.0
24,NM,2020-09-02,1.0,0.0,4.0
25,NM,2020-09-03,1.0,1.0,4.0
26,NM,2020-09-04,1.0,0.0,2.0
27,NM,2020-09-05,1.0,1.0,4.0
692,NM,2020-09-06,0.0,0.0,2.0
596,NM,2020-09-07,0.0,1.0,5.0
28,NM,2020-09-08,1.0,1.0,5.0
29,NM,2020-09-09,1.0,0.0,3.0
618,NM,2020-09-10,0.0,0.0,1.0
30,NM,2020-09-11,1.0,0.0,3.0
710,NM,2020-09-12,0.0,0.0,2.0
31,NM,2020-09-13,1.0,0.0,3.0
32,NM,2020-09-14,1.0,0.0,5.0
33,NM,2020-09-15,1.0,1.0,6.0
34,NM,2020-09-16,1.0,1.0,4.0
35,NM,2020-09-17,1.0,1.0,2.0
36,NM,2020-09-18,1.0,0.0,6.0
37,NM,2020-09-19,1.0,1.0,4.0
38,NM,2020-09-20,1.0,1.0,5.0
693,NM,2020-09-21,0.0,0.0,3.0
39,NM,2020-09-22,1.0,1.0,6.0
683,NM,2020-09-23,0.0,0.0,2.0
643,NM,2020-09-24,0.0,1.0,2.0
40,NM,2020-09-25,1.0,0.0,1.0
41,NM,2020-09-26,1.0,1.0,3.0
619,NM,2020-09-27,0.0,1.0,3.0
42,NM,2020-09-28,1.0,1.0,4.0
43,NM,2020-09-29,1.0,1.0,5.0
44,NM,2020-09-30,1.0,0.0,6.0
45,NM,2020-10-01,1.0,1.0,4.0
46,NM,2020-10-02,1.0,1.0,5.0
47,NM,2020-10-03,1.0,1.0,4.0
654,NM,2020-10-04,0.0,1.0,2.0
644,NM,2020-10-05,0.0,1.0,4.0
48,NM,2020-10-06,1.0,5.0,11.0
49,NM,2020-10-07,1.0,1.0,7.0
636,NM,2020-10-08,0.0,0.0,7.0
50,NM,2020-10-09,1.0,1.0,6.0
645,NM,2020-10-10,0.0,5.0,7.0
641,NM,2020-10-11,0.0,1.0,3.0
655,NM,2020-10-12,0.0,1.0,2.0
656,NM,2020-10-13,0.0,5.0,8.0
646,NM,2020-10-14,0.0,5.0,8.0
51,NM,2020-10-15,1.0,1.0,8.0
52,NM,2020-10-16,1.0,6.0,12.0
53,NM,2020-10-17,1.0,5.0,10.0
54,NM,2020-10-18,1.0,7.0,12.0
55,NM,2020-10-19,1.0,6.0,13.0
56,NM,2020-10-20,1.0,5.0,9.0
57,NM,2020-10-21,1.0,8.0,12.0
58,NM,2020-10-22,1.0,16.0,23.0
59,NM,2020-10-23,1.0,10.0,16.0
60,NM,2020-10-24,1.0,6.0,15.0
61,NM,2020-10-25,1.0,7.0,18.0
62,NM,2020-10-26,4.0,6.0,19.0
63,NM,2020-10-27,1.0,1.0,9.0
64,NM,2020-10-28,1.0,10.0,16.0
65,NM,2020-10-29,5.0,8.0,20.0
66,NM,2020-10-30,5.0,7.0,23.0
67,NM,2020-10-31,1.0,7.0,14.0
68,NM,2020-11-01,1.0,11.0,18.0
69,NM,2020-11-02,4.0,7.0,24.0
70,NM,2020-11-03,5.0,10.0,33.0
71,NM,2020-11-04,12.0,4.0,24.0
72,NM,2020-11-05,5.0,6.0,20.0
73,NM,2020-11-06,5.0,13.0,30.0
74,NM,2020-11-07,1.0,9.0,18.0
75,NM,2020-11-08,7.0,8.0,23.0
76,NM,2020-11-09,6.0,9.0,26.0
77,NM,2020-11-10,1.0,10.0,23.0
78,NM,2020-11-11,10.0,7.0,31.0
79,NM,2020-11-12,8.0,5.0,22.0
80,NM,2020-11-13,5.0,8.0,28.0
81,NM,2020-11-14,9.0,1.0,26.0
82,NM,2020-11-15,5.0,7.0,25.0
83,NM,2020-11-16,4.0,6.0,22.0
84,NM,2020-11-17,8.0,10.0,26.0
85,NM,2020-11-18,13.0,5.0,30.0
86,NM,2020-11-19,5.0,7.0,21.0
87,NM,2020-11-20,11.0,8.0,39.0
88,NM,2020-11-21,6.0,4.0,17.0
89,NM,2020-11-22,1.0,9.0,20.0
90,NM,2020-11-23,6.0,6.0,29.0
91,NM,2020-11-24,9.0,5.0,27.0
92,NM,2020-11-25,8.0,7.0,28.0
93,NM,2020-11-26,4.0,8.0,22.0
94,NM,2020-11-27,12.0,10.0,35.0
95,NM,2020-11-28,6.0,6.0,24.0
96,NM,2020-11-29,7.0,7.0,29.0
97,NM,2020-11-30,6.0,7.0,23.0
98,NM,2020-12-01,6.0,4.0,26.0
99,NM,2020-12-02,9.0,6.0,30.0
100,NM,2020-12-03,9.0,1.0,21.0
101,NM,2020-12-04,13.0,1.0,31.0
102,NM,2020-12-05,10.0,1.0,23.0
103,NM,2020-12-06,7.0,7.0,28.0
104,NM,2020-12-07,6.0,8.0,33.0
105,NM,2020-12-08,8.0,8.0,32.0
106,NM,2020-12-09,6.0,5.0,23.0
107,NM,2020-12-10,4.0,1.0,19.0
108,NM,2020-12-11,7.0,5.0,22.0
109,NM,2020-12-12,1.0,1.0,9.0
110,NM,2020-12-13,1.0,5.0,14.0
111,NM,2020-12-14,5.0,5.0,21.0
112,NM,2020-12-15,5.0,4.0,20.0
113,NM,2020-12-16,4.0,6.0,15.0
114,NM,2020-12-17,1.0,6.0,16.0
620,NM,2020-12-18,0.0,1.0,20.0
115,NM,2020-12-19,1.0,1.0,15.0
116,NM,2020-12-20,1.0,1.0,11.0
117,NM,2020-12-21,4.0,5.0,18.0
118,NM,2020-12-22,5.0,5.0,23.0
119,NM,2020-12-23,7.0,1.0,22.0
120,NM,2020-12-24,1.0,1.0,14.0
121,NM,2020-12-25,1.0,1.0,9.0
122,NM,2020-12-26,5.0,1.0,13.0
123,NM,2020-12-27,1.0,1.0,11.0
124,NM,2020-12-28,4.0,1.0,16.0
125,NM,2020-12-29,1.0,4.0,20.0
126,NM,2020-12-30,5.0,5.0,22.0
127,NM,2020-12-31,6.0,1.0,15.0
128,NM,2021-01-01,5.0,10.0,22.0
129,NM,2021-01-02,5.0,8.0,17.0
130,NM,2021-01-03,1.0,1.0,10.0
131,NM,2021-01-04,1.0,7.0,22.0
132,NM,2021-01-05,4.0,8.0,27.0
133,NM,2021-01-06,4.0,7.0,20.0
134,NM,2021-01-07,6.0,4.0,23.0
135,NM,2021-01-08,6.0,5.0,30.0
136,NM,2021-01-09,1.0,4.0,11.0
621,NM,2021-01-10,0.0,1.0,10.0
137,NM,2021-01-11,6.0,13.0,35.0
138,NM,2021-01-12,1.0,7.0,16.0
139,NM,2021-01-13,1.0,6.0,21.0
140,NM,2021-01-14,1.0,1.0,11.0
141,NM,2021-01-15,7.0,9.0,27.0
142,NM,2021-01-16,1.0,6.0,18.0
143,NM,2021-01-17,1.0,7.0,17.0
144,NM,2021-01-18,1.0,5.0,17.0
145,NM,2021-01-19,7.0,8.0,22.0
146,NM,2021-01-20,5.0,5.0,22.0
147,NM,2021-01-21,1.0,1.0,13.0
657,NM,2021-01-22,0.0,7.0,14.0
148,NM,2021-01-23,1.0,7.0,11.0
149,NM,2021-01-24,4.0,1.0,10.0
150,NM,2021-01-25,1.0,6.0,12.0
151,NM,2021-01-26,1.0,4.0,16.0
152,NM,2021-01-27,4.0,6.0,16.0
153,NM,2021-01-28,5.0,1.0,13.0
154,NM,2021-01-29,5.0,4.0,16.0
155,NM,2021-01-30,5.0,1.0,17.0
156,NM,2021-01-31,1.0,4.0,12.0
157,NM,2021-02-01,1.0,6.0,17.0
158,NM,2021-02-02,1.0,1.0,8.0
159,NM,2021-02-03,1.0,1.0,10.0
160,NM,2021-02-04,1.0,4.0,12.0
161,NM,2021-02-05,1.0,5.0,15.0
647,NM,2021-02-06,0.0,4.0,11.0
162,NM,2021-02-07,1.0,1.0,6.0
622,NM,2021-02-08,0.0,6.0,10.0
163,NM,2021-02-09,1.0,4.0,16.0
164,NM,2021-02-10,1.0,1.0,7.0
165,NM,2021-02-11,1.0,6.0,10.0
166,NM,2021-02-12,1.0,1.0,6.0
623,NM,2021-02-13,0.0,1.0,5.0
658,NM,2021-02-14,0.0,1.0,3.0
167,NM,2021-02-15,1.0,1.0,8.0
168,NM,2021-02-16,1.0,1.0,13.0
169,NM,2021-02-17,1.0,6.0,13.0
170,NM,2021-02-18,1.0,1.0,9.0
171,NM,2021-02-19,1.0,4.0,10.0
172,NM,2021-02-20,1.0,1.0,10.0
173,NM,2021-02-21,1.0,1.0,5.0
174,NM,2021-02-22,1.0,1.0,7.0
175,NM,2021-02-23,1.0,4.0,11.0
659,NM,2021-02-24,0.0,1.0,7.0
176,NM,2021-02-25,1.0,1.0,5.0
624,NM,2021-02-26,0.0,1.0,5.0
648,NM,2021-02-27,0.0,1.0,6.0
649,NM,2021-02-28,0.0,1.0,5.0
177,NM,2021-03-01,1.0,4.0,5.0
178,NM,2021-03-02,1.0,4.0,8.0
650,NM,2021-03-03,0.0,4.0,7.0
637,NM,2021-03-04,0.0,4.0,7.0
660,NM,2021-03-05,0.0,1.0,5.0
661,NM,2021-03-06,0.0,1.0,2.0
179,NM,2021-03-07,1.0,4.0,6.0
180,NM,2021-03-08,1.0,1.0,5.0
181,NM,2021-03-09,1.0,1.0,4.0
662,NM,2021-03-10,0.0,1.0,2.0
625,NM,2021-03-11,0.0,1.0,5.0
663,NM,2021-03-12,0.0,1.0,2.0
664,NM,2021-03-13,0.0,1.0,4.0
182,NM,2021-03-14,1.0,1.0,5.0
665,NM,2021-03-15,0.0,1.0,3.0
183,NM,2021-03-16,1.0,1.0,4.0
184,NM,2021-03-17,1.0,1.0,5.0
666,NM,2021-03-18,0.0,1.0,2.0
185,NM,2021-03-19,1.0,1.0,7.0
667,NM,2021-03-20,0.0,1.0,4.0
668,NM,2021-03-21,0.0,1.0,3.0
186,NM,2021-03-22,1.0,1.0,4.0
187,NM,2021-03-23,1.0,1.0,5.0
626,NM,2021-03-24,0.0,4.0,7.0
188,NM,2021-03-25,1.0,1.0,5.0
627,NM,2021-03-26,0.0,1.0,5.0
189,NM,2021-03-27,1.0,1.0,4.0
190,NM,2021-03-28,4.0,1.0,7.0
191,NM,2021-03-29,1.0,1.0,4.0
192,NM,2021-03-30,1.0,1.0,3.0
193,NM,2021-03-31,1.0,1.0,7.0
194,NM,2021-04-01,1.0,1.0,5.0
195,NM,2021-04-02,1.0,1.0,4.0
196,NM,2021-04-03,1.0,1.0,3.0
197,NM,2021-04-04,1.0,1.0,3.0
198,NM,2021-04-05,1.0,1.0,4.0
199,NM,2021-04-06,1.0,1.0,4.0
703,NM,2021-04-07,0.0,0.0,3.0
200,NM,2021-04-08,1.0,0.0,3.0
628,NM,2021-04-09,0.0,0.0,2.0
201,NM,2021-04-10,1.0,1.0,3.0
629,NM,2021-04-11,0.0,1.0,4.0
202,NM,2021-04-12,1.0,1.0,4.0
203,NM,2021-04-13,1.0,1.0,4.0
204,NM,2021-04-14,1.0,0.0,2.0
205,NM,2021-04-15,1.0,1.0,5.0
206,NM,2021-04-16,1.0,1.0,5.0
207,NM,2021-04-17,1.0,1.0,3.0
669,NM,2021-04-18,0.0,1.0,3.0
684,NM,2021-04-19,0.0,0.0,3.0
630,NM,2021-04-20,0.0,1.0,3.0
208,NM,2021-04-21,1.0,1.0,4.0
651,NM,2021-04-22,0.0,1.0,4.0
209,NM,2021-04-23,1.0,1.0,7.0
210,NM,2021-04-24,1.0,1.0,4.0
704,NM,2021-04-25,0.0,0.0,4.0
631,NM,2021-04-26,0.0,1.0,5.0
699,NM,2021-04-27,0.0,0.0,4.0
700,NM,2021-04-28,0.0,0.0,3.0
632,NM,2021-04-29,0.0,1.0,5.0
211,NM,2021-04-30,1.0,1.0,4.0
212,NM,2021-05-01,1.0,0.0,1.0
670,NM,2021-05-02,0.0,1.0,3.0
671,NM,2021-05-03,0.0,1.0,2.0
213,NM,2021-05-04,1.0,1.0,4.0
214,NM,2021-05-05,1.0,0.0,4.0
672,NM,2021-05-06,0.0,1.0,2.0
215,NM,2021-05-07,1.0,1.0,5.0
216,NM,2021-05-08,1.0,0.0,5.0
714,NM,2021-05-09,0.0,0.0,1.0
638,NM,2021-05-10,0.0,0.0,1.0
673,NM,2021-05-11,0.0,1.0,1.0
712,NM,2021-05-12,0.0,0.0,1.0
217,NM,2021-05-13,1.0,0.0,3.0
218,NM,2021-05-14,1.0,0.0,1.0
639,NM,2021-05-15,0.0,0.0,3.0
705,NM,2021-05-16,0.0,0.0,2.0
219,NM,2021-05-17,1.0,0.0,2.0
706,NM,2021-05-18,0.0,0.0,2.0
220,NM,2021-05-19,1.0,0.0,1.0
221,NM,2021-05-20,1.0,0.0,1.0
222,NM,2021-05-21,1.0,0.0,4.0
223,NM,2021-05-22,1.0,0.0,3.0
224,NM,2021-05-23,1.0,0.0,4.0
633,NM,2021-05-24,0.0,0.0,3.0
688,NM,2021-05-25,0.0,0.0,1.0
225,NM,2021-05-26,1.0,1.0,3.0
226,NM,2021-05-27,1.0,1.0,3.0
701,NM,2021-05-28,0.0,0.0,2.0
694,NM,2021-05-29,0.0,0.0,2.0
715,NM,2021-05-30,0.0,0.0,1.0
227,NM,2021-05-31,1.0,1.0,2.0
674,NM,2021-06-02,0.0,1.0,2.0
675,NM,2021-06-03,0.0,1.0,1.0
228,NM,2021-06-04,1.0,0.0,2.0
707,NM,2021-06-05,0.0,0.0,1.0
642,NM,2021-06-07,0.0,1.0,3.0
229,NM,2021-06-08,1.0,0.0,3.0
230,NM,2021-06-09,1.0,1.0,3.0
231,NM,2021-06-10,1.0,1.0,2.0
708,NM,2021-06-11,0.0,0.0,2.0
709,NM,2021-06-12,0.0,0.0,1.0
702,NM,2021-06-13,0.0,0.0,2.0
232,NM,2021-06-14,1.0,1.0,3.0
686,NM,2021-06-15,0.0,0.0,1.0
689,NM,2021-06-17,0.0,0.0,1.0
233,NM,2021-06-18,1.0,1.0,4.0
718,NM,2021-06-19,0.0,0.0,1.0
234,NM,2021-06-20,1.0,1.0,3.0
597,NM,2021-06-21,0.0,1.0,2.0
598,NM,2021-06-22,0.0,1.0,2.0
599,NM,2021-06-23,0.0,0.0,2.0
235,NM,2021-06-24,1.0,0.0,1.0
236,NM,2021-06-25,1.0,0.0,2.0
634,NM,2021-06-26,0.0,0.0,2.0
237,NM,2021-06-27,1.0,0.0,3.0
238,NM,2021-06-28,1.0,0.0,4.0
239,NM,2021-06-30,1.0,0.0,2.0
240,NM,2021-07-01,1.0,0.0,2.0
241,NM,2021-07-02,1.0,0.0,3.0
242,NM,2021-07-03,1.0,0.0,2.0
600,NM,2021-07-04,0.0,0.0,1.0
601,NM,2021-07-05,0.0,0.0,1.0
717,NM,2021-07-06,0.0,0.0,1.0
602,NM,2021-07-07,0.0,0.0,1.0
603,NM,2021-07-08,0.0,0.0,3.0
243,NM,2021-07-09,1.0,1.0,5.0
604,NM,2021-07-11,0.0,0.0,5.0
244,NM,2021-07-12,1.0,0.0,2.0
245,NM,2021-07-13,1.0,0.0,3.0
605,NM,2021-07-14,0.0,0.0,3.0
606,NM,2021-07-15,0.0,1.0,4.0
676,NM,2021-07-16,0.0,1.0,2.0
677,NM,2021-07-17,0.0,1.0,3.0
607,NM,2021-07-18,0.0,0.0,2.0
246,NM,2021-07-19,1.0,0.0,2.0
608,NM,2021-07-20,0.0,0.0,3.0
609,NM,2021-07-21,0.0,1.0,2.0
610,NM,2021-07-22,0.0,1.0,3.0
247,NM,2021-07-23,1.0,0.0,6.0
248,NM,2021-07-24,1.0,0.0,2.0
249,NM,2021-07-25,1.0,1.0,6.0
250,NM,2021-07-26,1.0,1.0,4.0
251,NM,2021-07-27,1.0,1.0,6.0
252,NM,2021-07-28,1.0,0.0,3.0
253,NM,2021-07-29,1.0,0.0,4.0
254,NM,2021-07-30,1.0,1.0,4.0
255,NM,2021-07-31,1.0,1.0,6.0
256,NM,2021-08-01,1.0,1.0,5.0
257,NM,2021-08-02,1.0,1.0,7.0
