,state,date,45003,45019,45021,45045,45051,45083,total_cnts
303,SC,2021-11-22,1.0,0.0,1.0,0.0,0.0,0.0,6.0
304,SC,2021-11-23,1.0,0.0,1.0,1.0,1.0,5.0,15.0
305,SC,2021-11-24,1.0,0.0,0.0,1.0,0.0,1.0,8.0
306,SC,2021-11-25,1.0,0.0,1.0,1.0,0.0,1.0,8.0
307,SC,2021-11-26,1.0,1.0,0.0,1.0,1.0,1.0,8.0
308,SC,2021-11-27,1.0,1.0,1.0,0.0,1.0,1.0,11.0
476,SC,2021-11-28,0.0,0.0,1.0,0.0,0.0,1.0,7.0
477,SC,2021-11-29,0.0,1.0,0.0,1.0,0.0,1.0,9.0
309,SC,2021-11-30,1.0,0.0,1.0,1.0,0.0,1.0,9.0
310,SC,2021-12-01,1.0,1.0,1.0,0.0,0.0,4.0,14.0
311,SC,2021-12-02,1.0,1.0,1.0,1.0,0.0,5.0,15.0
545,SC,2021-12-03,0.0,0.0,1.0,0.0,1.0,4.0,10.0
478,SC,2021-12-04,0.0,0.0,0.0,0.0,0.0,1.0,8.0
312,SC,2021-12-05,1.0,0.0,1.0,1.0,1.0,1.0,13.0
313,SC,2021-12-06,1.0,1.0,0.0,0.0,1.0,1.0,15.0
314,SC,2021-12-07,1.0,1.0,0.0,0.0,0.0,4.0,13.0
315,SC,2021-12-08,1.0,1.0,1.0,1.0,0.0,1.0,9.0
479,SC,2021-12-09,0.0,0.0,1.0,0.0,1.0,4.0,14.0
480,SC,2021-12-10,0.0,1.0,0.0,1.0,0.0,1.0,13.0
546,SC,2021-12-11,0.0,0.0,1.0,1.0,0.0,1.0,12.0
316,SC,2021-12-12,1.0,1.0,0.0,1.0,1.0,0.0,18.0
481,SC,2021-12-13,0.0,1.0,0.0,1.0,0.0,5.0,16.0
317,SC,2021-12-14,1.0,0.0,0.0,1.0,0.0,9.0,18.0
482,SC,2021-12-15,0.0,1.0,1.0,1.0,0.0,1.0,11.0
318,SC,2021-12-16,1.0,0.0,0.0,1.0,1.0,4.0,12.0
483,SC,2021-12-17,0.0,0.0,1.0,1.0,1.0,1.0,10.0
319,SC,2021-12-18,1.0,1.0,1.0,1.0,0.0,4.0,15.0
320,SC,2021-12-19,1.0,0.0,0.0,1.0,1.0,4.0,13.0
321,SC,2021-12-20,1.0,0.0,1.0,1.0,1.0,1.0,16.0
322,SC,2021-12-21,1.0,0.0,1.0,1.0,0.0,1.0,12.0
323,SC,2021-12-22,1.0,1.0,1.0,1.0,1.0,4.0,18.0
324,SC,2021-12-23,1.0,1.0,1.0,4.0,1.0,1.0,19.0
325,SC,2021-12-24,1.0,0.0,1.0,1.0,4.0,1.0,14.0
326,SC,2021-12-25,1.0,0.0,0.0,1.0,1.0,6.0,14.0
327,SC,2021-12-26,1.0,1.0,1.0,1.0,1.0,1.0,13.0
328,SC,2021-12-27,1.0,1.0,1.0,4.0,0.0,7.0,25.0
329,SC,2021-12-28,1.0,1.0,0.0,1.0,1.0,9.0,28.0
53,SC,2021-12-29,1.0,1.0,1.0,4.0,1.0,7.0,31.0
330,SC,2021-12-30,1.0,1.0,4.0,1.0,1.0,5.0,30.0
331,SC,2021-12-31,4.0,5.0,1.0,5.0,1.0,10.0,44.0
484,SC,2022-01-01,0.0,1.0,1.0,4.0,1.0,7.0,45.0
332,SC,2022-01-02,1.0,5.0,4.0,6.0,1.0,1.0,38.0
333,SC,2022-01-03,1.0,5.0,0.0,7.0,0.0,7.0,47.0
334,SC,2022-01-04,1.0,1.0,1.0,0.0,1.0,8.0,45.0
335,SC,2022-01-05,1.0,1.0,1.0,1.0,5.0,14.0,47.0
336,SC,2022-01-06,1.0,1.0,4.0,9.0,4.0,8.0,57.0
485,SC,2022-01-07,0.0,1.0,4.0,5.0,1.0,11.0,46.0
337,SC,2022-01-08,1.0,1.0,6.0,6.0,1.0,7.0,45.0
338,SC,2022-01-09,6.0,1.0,0.0,7.0,1.0,11.0,46.0
54,SC,2022-01-10,1.0,1.0,5.0,4.0,4.0,14.0,58.0
55,SC,2022-01-11,1.0,6.0,5.0,4.0,1.0,11.0,60.0
56,SC,2022-01-12,1.0,1.0,4.0,8.0,1.0,11.0,56.0
57,SC,2022-01-13,1.0,1.0,1.0,11.0,7.0,18.0,66.0
339,SC,2022-01-14,1.0,1.0,6.0,7.0,1.0,16.0,54.0
340,SC,2022-01-15,1.0,1.0,6.0,6.0,1.0,9.0,47.0
341,SC,2022-01-16,1.0,1.0,1.0,1.0,4.0,9.0,37.0
342,SC,2022-01-17,1.0,5.0,0.0,1.0,8.0,11.0,62.0
343,SC,2022-01-18,5.0,5.0,4.0,12.0,4.0,16.0,73.0
344,SC,2022-01-19,1.0,1.0,4.0,9.0,1.0,16.0,75.0
486,SC,2022-01-20,0.0,1.0,1.0,4.0,5.0,18.0,69.0
396,SC,2022-01-21,0.0,4.0,1.0,7.0,1.0,13.0,68.0
345,SC,2022-01-22,1.0,1.0,1.0,1.0,1.0,14.0,46.0
346,SC,2022-01-23,1.0,4.0,7.0,7.0,1.0,9.0,62.0
347,SC,2022-01-24,1.0,4.0,5.0,1.0,1.0,16.0,73.0
397,SC,2022-01-25,0.0,1.0,1.0,6.0,1.0,15.0,60.0
348,SC,2022-01-26,1.0,4.0,1.0,9.0,1.0,12.0,57.0
349,SC,2022-01-27,1.0,4.0,1.0,4.0,1.0,9.0,51.0
58,SC,2022-01-28,1.0,1.0,1.0,6.0,1.0,10.0,47.0
350,SC,2022-01-29,1.0,1.0,1.0,1.0,1.0,11.0,35.0
351,SC,2022-01-30,1.0,4.0,1.0,0.0,4.0,14.0,37.0
352,SC,2022-01-31,1.0,1.0,1.0,5.0,1.0,11.0,41.0
547,SC,2022-02-01,0.0,1.0,1.0,4.0,1.0,10.0,56.0
59,SC,2022-02-02,1.0,1.0,1.0,7.0,4.0,7.0,57.0
353,SC,2022-02-03,1.0,1.0,1.0,6.0,6.0,10.0,43.0
354,SC,2022-02-04,1.0,4.0,1.0,7.0,1.0,8.0,35.0
548,SC,2022-02-05,0.0,1.0,1.0,1.0,1.0,9.0,21.0
355,SC,2022-02-06,1.0,1.0,1.0,1.0,1.0,4.0,22.0
487,SC,2022-02-07,0.0,1.0,1.0,4.0,1.0,7.0,32.0
356,SC,2022-02-08,1.0,1.0,5.0,4.0,1.0,15.0,40.0
357,SC,2022-02-09,1.0,1.0,0.0,0.0,1.0,5.0,22.0
358,SC,2022-02-10,1.0,1.0,1.0,1.0,1.0,5.0,26.0
60,SC,2022-02-11,1.0,1.0,1.0,1.0,0.0,6.0,24.0
488,SC,2022-02-12,0.0,0.0,1.0,1.0,0.0,7.0,24.0
359,SC,2022-02-13,1.0,1.0,1.0,0.0,1.0,1.0,14.0
360,SC,2022-02-14,1.0,1.0,1.0,1.0,1.0,9.0,27.0
489,SC,2022-02-15,0.0,0.0,0.0,1.0,1.0,5.0,16.0
549,SC,2022-02-16,0.0,1.0,1.0,1.0,1.0,6.0,24.0
603,SC,2022-02-17,0.0,1.0,1.0,1.0,1.0,5.0,17.0
361,SC,2022-02-18,1.0,1.0,1.0,1.0,1.0,6.0,17.0
490,SC,2022-02-19,0.0,1.0,1.0,1.0,0.0,1.0,15.0
362,SC,2022-02-20,1.0,0.0,1.0,0.0,0.0,1.0,10.0
363,SC,2022-02-21,1.0,1.0,1.0,1.0,0.0,4.0,14.0
364,SC,2022-02-22,1.0,0.0,0.0,1.0,1.0,1.0,14.0
398,SC,2022-02-23,0.0,0.0,1.0,0.0,1.0,1.0,11.0
604,SC,2022-02-24,0.0,0.0,1.0,1.0,1.0,1.0,11.0
605,SC,2022-02-25,0.0,1.0,1.0,1.0,1.0,1.0,10.0
550,SC,2022-02-26,0.0,1.0,0.0,1.0,0.0,1.0,8.0
551,SC,2022-02-27,0.0,0.0,0.0,1.0,0.0,1.0,6.0
365,SC,2022-02-28,1.0,1.0,0.0,0.0,0.0,1.0,8.0
552,SC,2022-03-01,0.0,1.0,0.0,4.0,0.0,1.0,11.0
636,SC,2022-03-02,0.0,0.0,1.0,1.0,1.0,1.0,7.0
366,SC,2022-03-03,1.0,0.0,0.0,1.0,0.0,1.0,7.0
619,SC,2022-03-04,0.0,1.0,0.0,1.0,0.0,1.0,6.0
367,SC,2022-03-05,1.0,0.0,0.0,0.0,0.0,1.0,7.0
643,SC,2022-03-06,0.0,0.0,0.0,1.0,0.0,0.0,3.0
491,SC,2022-03-07,0.0,0.0,1.0,0.0,1.0,1.0,6.0
647,SC,2022-03-08,0.0,0.0,0.0,0.0,0.0,0.0,3.0
492,SC,2022-03-09,0.0,0.0,0.0,0.0,0.0,1.0,5.0
704,SC,2022-03-10,0.0,0.0,0.0,0.0,0.0,1.0,3.0
493,SC,2022-03-11,0.0,0.0,0.0,0.0,0.0,1.0,5.0
681,SC,2022-03-12,0.0,0.0,0.0,1.0,0.0,0.0,3.0
655,SC,2022-03-13,0.0,0.0,0.0,0.0,0.0,0.0,3.0
695,SC,2022-03-14,0.0,0.0,0.0,0.0,1.0,0.0,4.0
494,SC,2022-03-15,0.0,0.0,0.0,1.0,0.0,0.0,4.0
674,SC,2022-03-16,0.0,0.0,0.0,0.0,0.0,1.0,2.0
682,SC,2022-03-17,0.0,0.0,0.0,1.0,1.0,1.0,4.0
664,SC,2022-03-18,0.0,0.0,0.0,0.0,0.0,1.0,2.0
683,SC,2022-03-19,0.0,0.0,0.0,1.0,0.0,0.0,1.0
651,SC,2022-03-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0
606,SC,2022-03-21,0.0,0.0,0.0,1.0,0.0,0.0,2.0
368,SC,2022-03-22,1.0,0.0,0.0,0.0,0.0,1.0,5.0
706,SC,2022-03-23,0.0,0.0,0.0,0.0,0.0,0.0,2.0
715,SC,2022-03-24,0.0,0.0,0.0,0.0,0.0,1.0,1.0
684,SC,2022-03-25,0.0,0.0,0.0,1.0,0.0,0.0,1.0
696,SC,2022-03-26,0.0,0.0,0.0,0.0,1.0,1.0,2.0
693,SC,2022-03-28,0.0,0.0,0.0,0.0,0.0,1.0,2.0
369,SC,2022-03-29,1.0,0.0,1.0,0.0,0.0,0.0,2.0
685,SC,2022-03-30,0.0,0.0,0.0,1.0,0.0,0.0,1.0
370,SC,2022-03-31,1.0,0.0,0.0,1.0,0.0,1.0,5.0
656,SC,2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2.0
644,SC,2022-04-04,0.0,0.0,0.0,0.0,0.0,1.0,3.0
697,SC,2022-04-05,0.0,0.0,0.0,0.0,1.0,0.0,2.0
637,SC,2022-04-06,0.0,0.0,1.0,0.0,0.0,0.0,2.0
669,SC,2022-04-07,0.0,0.0,0.0,0.0,1.0,0.0,2.0
648,SC,2022-04-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0
671,SC,2022-04-09,0.0,0.0,0.0,0.0,0.0,0.0,2.0
638,SC,2022-04-10,0.0,0.0,1.0,0.0,0.0,0.0,1.0
707,SC,2022-04-12,0.0,0.0,0.0,0.0,0.0,0.0,2.0
709,SC,2022-04-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0
620,SC,2022-04-16,0.0,1.0,1.0,0.0,0.0,0.0,2.0
686,SC,2022-04-18,0.0,0.0,0.0,1.0,0.0,0.0,1.0
675,SC,2022-04-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0
553,SC,2022-04-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0
676,SC,2022-04-21,0.0,0.0,0.0,0.0,0.0,0.0,3.0
702,SC,2022-04-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0
687,SC,2022-04-24,0.0,0.0,0.0,1.0,0.0,0.0,1.0
554,SC,2022-04-25,0.0,0.0,0.0,0.0,0.0,0.0,5.0
371,SC,2022-04-27,1.0,0.0,1.0,0.0,1.0,0.0,3.0
639,SC,2022-04-28,0.0,0.0,1.0,1.0,0.0,1.0,3.0
672,SC,2022-04-29,0.0,0.0,0.0,0.0,0.0,1.0,3.0
673,SC,2022-04-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0
688,SC,2022-05-01,0.0,0.0,0.0,1.0,0.0,1.0,2.0
621,SC,2022-05-02,0.0,1.0,0.0,0.0,0.0,0.0,2.0
705,SC,2022-05-03,0.0,0.0,0.0,0.0,0.0,1.0,2.0
607,SC,2022-05-04,0.0,0.0,0.0,0.0,1.0,0.0,4.0
698,SC,2022-05-05,0.0,0.0,0.0,0.0,1.0,0.0,1.0
689,SC,2022-05-06,0.0,0.0,0.0,1.0,1.0,0.0,3.0
716,SC,2022-05-08,0.0,0.0,0.0,0.0,0.0,1.0,1.0
555,SC,2022-05-09,0.0,0.0,0.0,1.0,0.0,0.0,5.0
665,SC,2022-05-10,0.0,0.0,0.0,1.0,0.0,0.0,3.0
556,SC,2022-05-11,0.0,0.0,0.0,1.0,1.0,0.0,3.0
372,SC,2022-05-12,1.0,0.0,0.0,0.0,0.0,0.0,5.0
557,SC,2022-05-13,0.0,0.0,0.0,1.0,0.0,0.0,2.0
645,SC,2022-05-14,0.0,0.0,0.0,1.0,1.0,1.0,6.0
622,SC,2022-05-15,0.0,1.0,0.0,1.0,0.0,1.0,3.0
558,SC,2022-05-16,0.0,1.0,0.0,0.0,0.0,1.0,7.0
373,SC,2022-05-17,1.0,1.0,0.0,1.0,0.0,0.0,6.0
399,SC,2022-05-18,0.0,0.0,0.0,0.0,0.0,0.0,4.0
666,SC,2022-05-19,0.0,0.0,0.0,1.0,1.0,0.0,4.0
710,SC,2022-05-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0
559,SC,2022-05-21,0.0,0.0,0.0,0.0,1.0,0.0,3.0
717,SC,2022-05-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0
560,SC,2022-05-23,0.0,0.0,0.0,1.0,1.0,1.0,6.0
561,SC,2022-05-24,0.0,0.0,0.0,0.0,0.0,1.0,3.0
400,SC,2022-05-25,0.0,0.0,0.0,0.0,0.0,0.0,4.0
713,SC,2022-05-26,0.0,0.0,0.0,0.0,0.0,1.0,2.0
690,SC,2022-05-27,0.0,0.0,0.0,0.0,1.0,1.0,4.0
623,SC,2022-05-28,0.0,1.0,0.0,0.0,0.0,0.0,2.0
562,SC,2022-05-29,0.0,0.0,0.0,1.0,0.0,0.0,5.0
677,SC,2022-05-30,0.0,0.0,0.0,1.0,0.0,0.0,3.0
563,SC,2022-05-31,0.0,0.0,0.0,0.0,0.0,1.0,3.0
564,SC,2022-06-01,0.0,0.0,0.0,0.0,0.0,1.0,5.0
565,SC,2022-06-02,0.0,0.0,0.0,0.0,0.0,1.0,3.0
566,SC,2022-06-03,0.0,0.0,0.0,0.0,1.0,1.0,6.0
567,SC,2022-06-04,0.0,0.0,0.0,0.0,0.0,1.0,2.0
401,SC,2022-06-05,0.0,0.0,0.0,0.0,0.0,1.0,6.0
511,SC,2022-06-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0
568,SC,2022-06-07,0.0,1.0,0.0,0.0,1.0,0.0,3.0
657,SC,2022-06-08,0.0,0.0,0.0,1.0,1.0,1.0,7.0
374,SC,2022-06-09,1.0,0.0,1.0,1.0,0.0,1.0,5.0
569,SC,2022-06-10,0.0,0.0,0.0,1.0,1.0,0.0,6.0
608,SC,2022-06-11,0.0,0.0,1.0,0.0,0.0,1.0,6.0
512,SC,2022-06-12,0.0,0.0,1.0,1.0,0.0,0.0,4.0
640,SC,2022-06-13,0.0,0.0,1.0,1.0,1.0,1.0,10.0
495,SC,2022-06-14,0.0,0.0,0.0,0.0,0.0,0.0,5.0
570,SC,2022-06-15,0.0,1.0,0.0,0.0,1.0,0.0,7.0
670,SC,2022-06-16,0.0,0.0,0.0,1.0,1.0,1.0,8.0
667,SC,2022-06-17,0.0,0.0,0.0,0.0,0.0,1.0,5.0
375,SC,2022-06-18,1.0,0.0,0.0,0.0,1.0,1.0,5.0
609,SC,2022-06-19,0.0,0.0,0.0,1.0,0.0,1.0,5.0
571,SC,2022-06-20,0.0,1.0,0.0,0.0,0.0,1.0,7.0
649,SC,2022-06-21,0.0,0.0,0.0,0.0,0.0,0.0,4.0
572,SC,2022-06-22,0.0,1.0,1.0,0.0,1.0,1.0,9.0
513,SC,2022-06-23,0.0,0.0,1.0,0.0,0.0,0.0,5.0
573,SC,2022-06-24,0.0,1.0,0.0,0.0,1.0,0.0,5.0
708,SC,2022-06-25,0.0,0.0,0.0,0.0,0.0,1.0,3.0
574,SC,2022-06-26,0.0,0.0,0.0,0.0,0.0,1.0,3.0
376,SC,2022-06-27,1.0,0.0,0.0,0.0,0.0,0.0,4.0
610,SC,2022-06-28,0.0,0.0,0.0,0.0,0.0,1.0,3.0
575,SC,2022-06-29,0.0,0.0,0.0,0.0,0.0,1.0,5.0
624,SC,2022-06-30,0.0,1.0,0.0,0.0,1.0,0.0,5.0
576,SC,2022-07-01,0.0,0.0,0.0,0.0,1.0,0.0,4.0
514,SC,2022-07-02,0.0,0.0,1.0,1.0,0.0,1.0,5.0
711,SC,2022-07-03,0.0,0.0,0.0,0.0,0.0,1.0,3.0
377,SC,2022-07-04,1.0,1.0,0.0,1.0,0.0,1.0,7.0
378,SC,2022-07-05,1.0,0.0,0.0,0.0,1.0,1.0,9.0
379,SC,2022-07-06,1.0,0.0,1.0,1.0,1.0,0.0,9.0
380,SC,2022-07-07,1.0,1.0,0.0,0.0,1.0,6.0,11.0
496,SC,2022-07-08,0.0,0.0,0.0,1.0,0.0,1.0,4.0
497,SC,2022-07-09,0.0,0.0,0.0,0.0,0.0,1.0,7.0
652,SC,2022-07-10,0.0,0.0,0.0,0.0,1.0,1.0,7.0
515,SC,2022-07-11,0.0,0.0,0.0,0.0,1.0,1.0,8.0
504,SC,2022-07-12,0.0,0.0,0.0,0.0,0.0,0.0,4.0
381,SC,2022-07-13,1.0,0.0,0.0,1.0,1.0,1.0,9.0
498,SC,2022-07-14,0.0,0.0,0.0,0.0,1.0,1.0,8.0
382,SC,2022-07-15,1.0,0.0,1.0,0.0,0.0,1.0,6.0
577,SC,2022-07-16,0.0,0.0,1.0,0.0,1.0,0.0,6.0
578,SC,2022-07-17,0.0,0.0,0.0,1.0,0.0,1.0,6.0
668,SC,2022-07-18,0.0,0.0,0.0,0.0,1.0,5.0,12.0
505,SC,2022-07-19,0.0,1.0,1.0,1.0,0.0,1.0,13.0
506,SC,2022-07-20,0.0,1.0,1.0,0.0,0.0,1.0,10.0
579,SC,2022-07-21,0.0,0.0,0.0,0.0,0.0,1.0,5.0
625,SC,2022-07-22,0.0,1.0,1.0,0.0,1.0,1.0,5.0
699,SC,2022-07-23,0.0,0.0,0.0,0.0,1.0,7.0,11.0
580,SC,2022-07-24,0.0,1.0,1.0,0.0,0.0,1.0,5.0
611,SC,2022-07-25,0.0,0.0,0.0,0.0,0.0,1.0,5.0
581,SC,2022-07-26,0.0,1.0,0.0,0.0,1.0,1.0,10.0
383,SC,2022-07-27,1.0,0.0,1.0,0.0,0.0,1.0,10.0
582,SC,2022-07-28,0.0,1.0,0.0,1.0,0.0,1.0,8.0
583,SC,2022-07-29,0.0,0.0,1.0,1.0,1.0,1.0,12.0
626,SC,2022-07-30,0.0,1.0,0.0,0.0,0.0,1.0,3.0
703,SC,2022-07-31,0.0,0.0,0.0,0.0,0.0,0.0,2.0
